File,Participant,Agent_Type,Rounds,AblationType,Pred_Openness,Pred_Conscientiousness,Pred_Extraversion,Pred_Agreeableness,Pred_Neuroticism,GT_Openness,GT_Conscientiousness,GT_Extraversion,GT_Agreeableness,GT_Neuroticism,O_MAE,O_Error,O_RMSE,C_MAE,C_Error,C_RMSE,E_MAE,E_Error,E_RMSE,A_MAE,A_Error,A_RMSE,N_MAE,N_Error,N_RMSE,Avg_MAE,Avg_RMSE
28_尽责性_dialogue.txt,28,尽责性,1,dialogue,3.0,4.0,3.0,2.0,3.0,3.2,2.667,2.5,3.889,2.875,0.2,0.2,0.208,1.333,-1.333,1.689,0.5,-0.5,0.55,1.889,1.889,2.602,0.125,-0.125,0.128,0.809,1.063
28_尽责性_dialogue.txt,28,尽责性,5,dialogue,3.0,4.0,3.0,2.0,3.0,3.2,2.667,2.5,3.889,2.875,0.2,0.2,0.208,1.333,-1.333,1.689,0.5,-0.5,0.55,1.889,1.889,2.602,0.125,-0.125,0.128,0.809,1.063
28_尽责性_dialogue.txt,28,尽责性,2,dialogue,3.0,4.0,3.0,2.0,3.0,3.2,2.667,2.5,3.889,2.875,0.2,0.2,0.208,1.333,-1.333,1.689,0.5,-0.5,0.55,1.889,1.889,2.602,0.125,-0.125,0.128,0.809,1.063
28_尽责性_dialogue.txt,28,尽责性,6,dialogue,3.0,4.0,3.0,2.0,3.0,3.2,2.667,2.5,3.889,2.875,0.2,0.2,0.208,1.333,-1.333,1.689,0.5,-0.5,0.55,1.889,1.889,2.602,0.125,-0.125,0.128,0.809,1.063
28_尽责性_dialogue.txt,28,尽责性,3,dialogue,3.0,4.0,3.0,2.0,3.0,3.2,2.667,2.5,3.889,2.875,0.2,0.2,0.208,1.333,-1.333,1.689,0.5,-0.5,0.55,1.889,1.889,2.602,0.125,-0.125,0.128,0.809,1.063
28_尽责性_dialogue.txt,28,尽责性,4,dialogue,3.0,4.0,3.0,2.0,3.0,3.2,2.667,2.5,3.889,2.875,0.2,0.2,0.208,1.333,-1.333,1.689,0.5,-0.5,0.55,1.889,1.889,2.602,0.125,-0.125,0.128,0.809,1.063
46_尽责性_dialogue.txt,46,尽责性,4,dialogue,3.0,4.0,3.0,2.0,3.0,3.5,2.667,3.375,3.667,3.5,0.5,0.5,0.55,1.333,-1.333,1.689,0.375,0.375,0.403,1.667,1.667,2.222,0.5,0.5,0.55,0.875,1.019
46_尽责性_dialogue.txt,46,尽责性,6,dialogue,3.0,4.0,3.0,2.0,3.0,3.5,2.667,3.375,3.667,3.5,0.5,0.5,0.55,1.333,-1.333,1.689,0.375,0.375,0.403,1.667,1.667,2.222,0.5,0.5,0.55,0.875,1.019
46_尽责性_dialogue.txt,46,尽责性,1,dialogue,3.0,4.0,3.0,2.0,3.0,3.5,2.667,3.375,3.667,3.5,0.5,0.5,0.55,1.333,-1.333,1.689,0.375,0.375,0.403,1.667,1.667,2.222,0.5,0.5,0.55,0.875,1.019
46_尽责性_dialogue.txt,46,尽责性,5,dialogue,3.0,4.0,3.0,2.0,3.0,3.5,2.667,3.375,3.667,3.5,0.5,0.5,0.55,1.333,-1.333,1.689,0.375,0.375,0.403,1.667,1.667,2.222,0.5,0.5,0.55,0.875,1.019
46_尽责性_dialogue.txt,46,尽责性,3,dialogue,3.0,4.0,3.0,2.0,3.0,3.5,2.667,3.375,3.667,3.5,0.5,0.5,0.55,1.333,-1.333,1.689,0.375,0.375,0.403,1.667,1.667,2.222,0.5,0.5,0.55,0.875,1.019
46_尽责性_dialogue.txt,46,尽责性,2,dialogue,3.2,3.5,3.0,4.0,2.0,3.5,2.667,3.375,3.667,3.5,0.3,0.3,0.318,0.833,-0.833,0.972,0.375,0.375,0.403,0.333,-0.333,0.356,1.5,1.5,1.95,0.668,0.811
41_神经质_dialogue.txt,41,神经质,3,dialogue,3.0,4.0,3.0,2.0,3.0,3.2,3.778,3.625,3.667,2.5,0.2,0.2,0.208,0.222,-0.222,0.232,0.625,0.625,0.703,1.667,1.667,2.222,0.5,-0.5,0.55,0.643,0.838
